ステージ,番号,問題,選択肢1(正解),選択肢2,選択肢3,選択肢4,メモ欄(任意),,,,
12,3,奈良県にある世界最古の木造建築は？,法隆寺,清水寺,善照寺,龍安寺,,,,
12,4,昔から商業が盛んな大阪府は、江戸時代にはなんと呼ばれていたか？,天下の台所,将軍のお膝元,花の都,天皇のおひざもと,,,,
12,5,兵庫県神戸市にある人工島の名前は？,ポートアイランド,お台場,出島,天王寺アイル,,,,
13,1,中国地方の都道府県の数は？,5,6,4,7,,,,
13,2,中国地方の中で世界遺産に登録されていない場所はどこ？,出雲大社,原爆ドーム,石見銀山遺跡,厳島神社,,,,
13,3,中国地方で山陰と瀬戸内の地域を分ける山地は？,中国山地,紀伊山地,北上山地,白神山地,,,,
13,4,四国地方で瀬戸内と南四国の地域を分ける山地は？,四国山地,紀伊山地,石狩山地,関東山地,,,,
16,1,しまなみ海道・瀬戸大橋・明石海峡大橋が結ぶ3つのルートをまとめて何というか？,本州四国連絡橋,中国四国連絡橋,日本三大大橋,瀬戸内連絡橋,,,,
14,1,愛媛県が生産量日本一を誇る果物は？,みかん,いちご,ぶどう,パイナップル,,,,
14,2,岡山県倉敷市の水島地区で特に見られる、工場施設を結び付けて配置された工業地帯をなんというか？,コンビナート,発電所,カルデラ,ローム,,,,
14,3,特に広島県呉市で有名な産業は？,造船業,自動車工業,食料品工業,化学工業,,,,
14,4,四国地方の都道府県の数は？,4,3,5,6,,,,
14,5,広島市市街地などに見られる、川によって運ばれてきた土砂が堆積してできた地形は？,三角州,扇状地,V字谷,フィヨルド,,,,
15,1,広島県尾道市と愛媛県今治市を結ぶ道路を何というか？,しまなみ海道,瀬戸大橋,明石海峡大橋,大鳴門橋,,,,
15,2,岡山県の児島と香川県坂出市を結ぶ橋を何というか？,瀬戸大橋,明石海峡大橋,しまなみ海道,大鳴門橋,,,,
15,3,兵庫県神戸市と徳島県鳴門市を結ぶルートの橋の中で、世界最大の吊り橋を何というか？,明石海峡大橋,瀬戸大橋,大鳴門橋,しまなみ海道,,,,
15,4,大鳴門橋から見られる日本最大級の渦潮を何というか？,鳴門の渦潮,関門の渦潮,来島の渦潮,三陸の渦潮,,,,
15,5,本州四国連絡橋などの交通網の整備により、地方都市の人口や産業が大都市へ吸い取とられる現象は何か？,ストロー現象,スプロール現象,ドーナツ化現象,フェーン現象,,,,
16,1,これらの地域の中で、一年を通して比較的乾燥している地域はどこか？,瀬戸内,山陰,南四国,山陽,,,,
16,2,これらの地域の中で、冬になると雪が多く降る地域はどこか？,山陰,南四国,山陽,瀬戸内,,,,
16,3,これらの地域の中で、比較的夏の降水量が多い地域はどこか？,南四国,山陰,山陽,瀬戸内,,,,
16,4,主に高知県などで盛んな、通常の収穫・出荷時期より早めに収穫・出荷する栽培方法はなにか？,促成栽培,抑制栽培,養殖栽培,温室栽培,,,,
16,5,中国地方にある日本最大の砂丘はどこか？,鳥取砂丘,中田島砂丘,浜岡砂丘,内灘砂丘,,,,
17,1,九州地方の都道府県の数は？,7,8,6,5,,,,
17,2,長崎県、佐賀県、福岡県、熊本県の4県に囲まれている海を何というか？,有明海,北海,日本海,東シナ海,,,,
17,3,宇宙センターがあることで有名な鹿児島県の島は？,種子島,奄美大島,石垣島,沖縄島,,,,
17,4,屋久杉などが有名で世界遺産に登録されている鹿児島県の島は？,屋久島,奄美大島,種子島,西表島,,,,
17,5,熊本県にある世界最大級のカルデラを持つ火山はどこか？,阿蘇山,雲仙普賢岳,桜島,富士山,,,,
18,1,この中でアメリカ軍用機地の割合が最も多いのは？,沖縄県,鹿児島県,宮崎県,熊本県,,,,
18,2,沖縄県にかつて栄えていた王国は？,琉球王国,南西王国,沖縄王国,首里王国,,,,
18,3,沖縄県のあたりの海には何が広がっているか？,サンゴ礁,リアス式海岸,藻場,フィヨルド,,,,
18,4,この中で沖縄県の生産量が全国一位を誇る作物は何か？,サトウキビ,てんさい,マンゴー,,,,,
18,5,2019年に火事で燃えてしまい、現在も修復が進められている沖縄県の城は？,首里城,熊本城,唐津城,平戸城,,,,
19,1,主に大分県が火山活動を利用して行っている発電方法は？,地熱発電,太陽光発電,水力発電,原子力発電,,,,
19,2,九州南部に数多く分布する、主に火山灰からなる台地を何というか？,シラス台地,根釧台地,,,,,,
19,3,九州・沖縄地方にある日本一多くの島を持つ県はどこか？,長崎県,熊本県,佐賀県,沖縄県,,,,
19,4,佐賀県の有名な伝統工芸品はどれか？,有田焼,相馬焼,笠間焼,備前焼,,,,
19,5,主に八幡製鉄所をもとに発展した九州の工業地域はどこか？,北九州工業地域,東海工業地域,京葉工業地域,瀬戸内工業地域,,,,
